Date,2633.T,1545.T,2647.T,1326.T,1671.T,1695.T,1473.T
2021-02-05,,14540.0,,17800.0,1137.0,76.0,1912.0
2021-02-08,,14610.0,,17930.0,1151.0,77.0,1943.0
2021-02-09,,14530.0,,18110.0,1166.0,77.0,1946.0
2021-02-10,,14540.0,,18080.0,1160.0,76.0,1952.0
2021-02-12,,14570.0,,17930.0,1155.0,75.0,1953.0
2021-02-15,,14730.0,,17990.0,1212.0,76.0,1976.0
2021-02-16,,14830.0,,18010.0,1209.0,78.0,1985.0
2021-02-17,,14750.0,,17800.0,1213.0,78.0,1983.0
2021-02-18,,14610.0,,17720.0,1242.0,76.0,1963.0
2021-02-19,,14560.0,,17540.0,1201.0,77.0,1951.0
2021-02-22,,14470.0,,17730.0,1211.0,77.0,1963.0
2021-02-24,,13990.0,,17910.0,1230.0,80.0,1924.0
2021-02-25,,14310.0,,17880.0,1279.0,80.0,1951.0
2021-02-26,,13660.0,,17550.0,1265.0,79.0,1881.0
2021-03-01,,14090.0,,17500.0,1268.0,80.0,1922.0
2021-03-02,,14300.0,,17190.0,1217.0,77.0,1915.0
2021-03-03,,14230.0,,17380.0,1220.0,78.0,1926.0
2021-03-04,,13660.0,,17260.0,1260.0,78.0,1903.0
2021-03-05,,13700.0,,17200.0,1328.0,78.0,1916.0
2021-03-08,,13770.0,,17350.0,1393.0,80.0,1913.0
2021-03-09,,13770.0,,17280.0,1361.0,79.0,1936.0
2021-03-10,,14060.0,,17490.0,1320.0,80.0,1941.0
2021-03-11,,14150.0,,17670.0,1348.0,78.0,1948.0
2021-03-12,,14350.0,,17480.0,1366.0,79.0,1973.0
2021-03-15,,14290.0,,17670.0,1381.0,77.0,1986.0
2021-03-16,,14530.0,,17760.0,1355.0,79.0,2003.0
2021-03-17,,14530.0,,17770.0,1363.0,78.0,2003.0
2021-03-18,,14580.0,,17840.0,1337.0,78.0,2032.0
2021-03-19,,14110.0,,17720.0,1254.0,76.0,2029.0
2021-03-22,,14240.0,,17700.0,1273.0,77.0,2014.0
2021-03-23,,14350.0,,17720.0,1266.0,77.0,1995.0
2021-03-24,,14330.0,,17620.0,1204.0,76.0,1952.0
2021-03-25,,14140.0,,17690.0,1247.0,75.0,1976.0
2021-03-26,2000.0,14260.0,,17680.0,1243.0,75.0,2006.0
2021-03-29,2000.0,14270.0,,17720.0,1250.0,74.0,2012.0
2021-03-30,2008.3800048828125,14410.0,,17570.0,1290.0,75.0,2014.0
2021-03-31,2022.0,14480.0,,17500.0,1295.0,74.0,1996.0
2021-04-01,2032.0,14760.0,,17800.0,1266.0,77.0,1997.0
2021-04-02,2051.0,14980.0,,17900.0,1295.0,76.0,2010.0
2021-04-05,2058.0,14980.0,,17880.0,1289.0,76.0,2020.0
2021-04-06,2064.0,15170.0,,17920.0,1254.0,77.0,1993.0
2021-04-07,2060.0,15120.0,,17870.0,1252.0,76.0,2007.0
2021-04-08,2070.0,15280.0,,17910.0,1249.0,76.0,1989.0
2021-04-09,2064.0,15250.0,,17930.0,1247.0,76.0,1998.0
2021-04-12,2082.0,15310.0,,17850.0,1242.0,77.0,1994.0
2021-04-13,2088.0,15330.0,,17750.0,1261.0,77.0,1999.0
2021-04-14,2082.0,15450.0,,17820.0,1274.0,76.0,1988.0
2021-04-15,2075.0,15280.0,,17780.0,1321.0,78.0,1997.0
2021-04-16,2092.0,15420.0,,18000.0,1333.0,80.0,1998.0
2021-04-19,2091.0,15440.0,,18060.0,1312.0,78.0,1995.0
2021-04-20,2083.0,15270.0,,17950.0,1330.0,78.0,1963.0
2021-04-21,2057.0,15030.0,,18050.0,1287.0,79.0,1927.0
2021-04-22,2079.0,15260.0,,18120.0,1264.0,82.0,1961.0
2021-04-23,2063.0,15060.0,,18030.0,1276.0,86.0,1948.0
2021-04-26,2078.0,15220.0,,17970.0,1269.0,86.0,1958.0
2021-04-27,2094.0,15400.0,,18060.0,1295.0,90.0,1939.0
2021-04-28,2105.0,15400.0,,18030.0,1315.0,86.0,1944.0
2021-04-30,2106.0,15320.0,,18010.0,1343.0,87.0,1937.0
2021-05-06,2101.0,14990.0,,18330.0,1379.0,90.0,1966.0
2021-05-07,2116.0,15070.0,,18570.0,1362.0,93.0,1972.0
2021-05-10,2129.0,15140.0,,18750.0,1365.0,90.0,1992.0
2021-05-11,2096.0,14660.0,,18730.0,1353.0,87.0,1944.0
2021-05-12,2075.0,14620.0,,18640.0,1365.0,91.0,1920.0
2021-05-13,2058.0,14460.0,,18660.0,1371.0,88.0,1888.0
2021-05-14,2092.0,14640.0,,18720.0,1337.0,87.0,1923.0
2021-05-17,2104.0,14800.0,,18980.0,1366.0,84.0,1915.0
2021-05-18,2103.0,14810.0,,19140.0,1392.0,87.0,1946.0
2021-05-19,2069.0,14530.0,,19100.0,1357.0,84.0,1932.0
2021-05-20,2074.0,14640.0,,19140.0,1335.0,82.0,1934.0
2021-05-21,2090.0,14890.0,,19110.0,1296.0,81.0,1940.0
2021-05-24,2091.0,14810.0,,19220.0,1339.0,81.0,1952.0
2021-05-25,2114.0,15100.0,,19100.0,1374.0,81.0,1958.0
2021-05-26,2109.0,15130.0,,19380.0,1377.0,79.0,1958.0
2021-05-27,2112.0,15140.0,,19410.0,1378.0,78.0,1947.0
2021-05-28,2139.0,15240.0,,19450.0,1411.0,82.0,1986.0
2021-05-31,2131.0,15240.0,,19600.0,1404.0,81.0,1959.0
2021-06-01,2128.0,15190.0,,19610.0,1419.0,83.0,1956.0
2021-06-02,2128.0,15180.0,,19510.0,1431.0,85.0,1979.0
2021-06-03,2134.0,15230.0,,19530.0,1457.0,85.0,1998.0
2021-06-04,2132.0,15080.0,,19270.0,1457.0,82.0,1997.0
2021-06-07,2136.0,15230.0,,19300.0,1449.0,84.0,2000.0
2021-06-08,2138.0,15320.0,,19410.0,1444.0,84.0,2003.0
2021-06-09,2138.0,15310.0,,19390.0,1478.0,82.0,1997.0
2021-06-10,2138.0,15330.0,,19310.0,1461.0,82.0,1996.0
2021-06-11,2142.0,15480.0,,19450.0,1473.0,83.0,1995.0
2021-06-14,2154.0,15590.0,,19130.0,1496.0,81.0,2000.0
2021-06-15,2168.0,15770.0,,19210.0,1499.0,81.0,2016.0
2021-06-16,2159.0,15640.0,,19170.0,1529.0,81.0,2016.0
2021-06-17,2152.0,15580.0,,18850.0,1523.0,81.0,2003.0
2021-06-18,2150.0,15840.0,,18390.0,1486.0,79.0,1987.0
2021-06-21,2106.0,15580.0,,18230.0,1506.0,80.0,1935.0
2021-06-22,2160.0,15830.0,,18430.0,1550.0,82.0,1999.0
2021-06-23,2177.0,16060.0,,18460.0,1558.0,81.0,1992.0
2021-06-24,2177.0,16050.0,,18450.0,1559.0,80.0,1985.0
2021-06-25,2186.0,16130.0,,18490.0,1566.0,80.0,2003.0
2021-06-28,2192.0,16100.0,,18510.0,1576.0,78.0,2004.0
2021-06-29,2192.0,16230.0,,18410.0,1547.0,80.0,1992.0
2021-06-30,2194.0,16320.0,,18180.0,1556.0,79.0,1986.0
2021-07-01,2211.0,16390.0,,18490.0,1570.0,83.0,1979.0
2021-07-02,2228.0,16410.0,,18590.0,1606.0,83.0,1998.0
2021-07-05,2233.0,16540.0,,18590.0,1605.0,81.0,1991.0
2021-07-06,2229.0,16490.0,,18720.0,1626.0,79.0,1997.0
2021-07-07,2219.0,16560.0,,18660.0,1566.0,78.0,1963.0
2021-07-08,2218.0,16500.0,,18570.0,1526.0,75.0,1947.0
2021-07-09,2197.0,16370.0,,18510.0,1543.0,75.0,1939.0
2021-07-12,2223.0,16530.0,,18580.0,1573.0,76.0,1976.0
2021-07-13,2237.0,16630.0,,18670.0,1573.0,78.0,1992.0
2021-07-14,2230.0,16620.0,,18760.0,1600.0,76.0,1992.0
2021-07-15,2222.0,16580.0,,18810.0,1535.0,78.0,1963.0
2021-07-16,2217.0,16470.0,,18790.0,1522.0,82.0,1961.0
2021-07-19,2190.0,16310.0,,18630.0,1512.0,86.0,1932.0
2021-07-20,2163.0,16210.0,,18610.0,1421.0,84.0,1916.0
2021-07-21,2199.0,16360.0,,18590.0,1427.0,84.0,1927.0
2021-07-26,2244.0,16850.0,,18670.0,1528.0,81.0,1948.0
2021-07-27,2249.0,16840.0,,18510.0,1545.0,83.0,1962.0
2021-07-28,2236.0,16630.0,,18560.0,1538.0,82.0,1943.0
2021-07-29,2232.0,16650.0,,18640.0,1549.0,83.0,1949.0
2021-07-30,2218.0,16440.0,,18730.0,1551.0,84.0,1926.0
2021-08-02,2242.0,16700.0,,18600.0,1553.0,86.0,1962.0
2021-08-03,2224.0,16560.0,,18510.0,1506.0,86.0,1955.0
2021-08-04,2229.0,16640.0,,18490.0,1493.0,86.0,1946.0
2021-08-05,2235.0,16750.0,,18570.0,1458.0,87.0,1954.0
2021-08-06,2250.0,16860.0,,18500.0,1486.0,85.0,1953.0
2021-08-10,2261.0,16900.0,,17890.0,1450.0,85.0,1960.0
2021-08-11,2271.0,16850.0,,17970.0,1476.0,87.0,1979.0
2021-08-12,2271.0,16750.0,,18100.0,1492.0,88.0,1977.0
2021-08-13,2279.0,16840.0,,18130.0,1475.0,90.0,1983.0
2021-08-16,2258.0,16740.0,,18170.0,1443.0,92.0,1949.0
2021-08-17,2260.0,16710.0,,18310.0,1435.0,91.0,1941.0
2021-08-18,2259.0,16670.0,,18370.0,1431.0,89.0,1952.0
2021-08-19,2236.0,16520.0,,18340.0,1383.0,88.0,1922.0
2021-08-20,2232.0,16570.0,,18340.0,1372.0,88.0,1903.0
2021-08-23,2268.0,16850.0,,18360.0,1364.0,86.0,1940.0
2021-08-24,2281.0,17060.0,,18540.0,1420.0,88.0,1961.0
2021-08-25,2277.0,17060.0,,18410.0,1445.0,86.0,1960.0
2021-08-26,2286.0,17080.0,,18390.0,1465.0,87.0,1958.0
2021-08-27,2279.0,17060.0,,18550.0,1474.0,87.0,1952.0
2021-08-30,2293.0,17150.0,,18640.0,1474.0,87.0,1971.0
2021-08-31,2311.0,17400.0,,18650.0,1489.0,86.0,1993.0
2021-09-01,2316.0,17430.0,,18700.0,1491.0,85.0,2006.0
2021-09-02,2305.0,17380.0,,18670.0,1472.0,84.0,2005.0
2021-09-03,2314.0,17390.0,,18640.0,1510.0,84.0,2042.0
2021-09-06,2308.0,17420.0,,18770.0,1470.0,85.0,2069.0
2021-09-07,2311.0,17420.0,,18680.0,1496.0,87.0,2090.0
2021-09-08,2314.0,17500.0,,18550.0,1489.0,87.0,2104.0
2021-09-09,2286.0,17330.0,,18420.0,1498.0,85.0,2089.0
2021-09-10,2289.0,17330.0,,18530.0,1479.0,83.0,2115.0
2021-09-13,2272.0,17210.0,,18460.0,1514.0,82.0,2122.0
2021-09-14,2278.0,17210.0,,18470.0,1531.0,81.0,2145.0
2021-09-15,2254.0,17090.0,,18480.0,1525.0,82.0,2122.0
2021-09-16,2262.0,17110.0,,18260.0,1553.0,85.0,2114.0
2021-09-17,2275.0,17280.0,,18120.0,1558.0,84.0,2124.0
2021-09-21,2214.0,16720.0,,18040.0,1525.0,83.0,2097.0
2021-09-22,2211.0,16730.0,,18220.0,1537.0,81.0,2073.0
2021-09-24,2267.0,17100.0,,18120.0,1595.0,86.0,2117.0
2021-09-27,2288.0,17270.0,,18210.0,1632.0,86.0,2114.0
2021-09-28,2286.0,17140.0,,18190.0,1668.0,85.0,2106.0
2021-09-29,2254.0,16800.0,,18140.0,1620.0,85.0,2080.0
2021-09-30,2266.0,16850.0,,18120.0,1642.0,85.0,2078.0
2021-10-01,2205.0,16480.0,,18230.0,1642.0,87.0,2027.0
2021-10-04,2232.0,16560.0,,18300.0,1654.0,89.0,2010.0
2021-10-05,2209.0,16350.0,,18260.0,1702.0,90.0,1990.0
2021-10-06,2234.0,16510.0,,18290.0,1739.0,89.0,1982.0
2021-10-07,2259.0,16800.0,,18320.0,1689.0,89.0,1982.0
2021-10-08,2275.0,16850.0,,18380.0,1750.0,89.0,2006.0
2021-10-11,2285.0,16890.0,,18520.0,1784.0,89.0,2035.0
2021-10-12,2276.0,16810.0,,18670.0,1797.0,90.0,2024.0
2021-10-13,2276.0,16810.0,,18710.0,1790.0,89.0,2016.0
2021-10-14,2299.0,17100.0,,19000.0,1803.0,89.0,2027.0
2021-10-15,2350.0,17480.0,,19120.0,1837.0,88.0,2064.0
2021-10-18,2361.0,17490.0,,18880.0,1869.0,91.0,2058.0
2021-10-19,2368.0,17690.0,,18970.0,1849.0,90.0,2068.0
2021-10-20,2391.0,17860.0,,19040.0,1855.0,92.0,2071.0
2021-10-21,2383.0,17690.0,,19020.0,1870.0,92.0,2043.0
2021-10-22,2396.0,17790.0,,19030.0,1837.0,91.0,2041.0
2021-10-25,2390.0,17700.0,,19110.0,1883.0,92.0,2035.0
2021-10-26,2412.0,17970.0,5000.0,19240.0,1879.0,93.0,2060.0
2021-10-27,2415.0,17990.0,4994.5,19030.0,1880.0,93.0,2052.0
2021-10-28,2393.0,17960.0,5030.39990234375,19120.0,1826.0,93.0,2044.0
2021-10-29,2404.0,18000.0,5010.0,19070.0,1850.0,96.0,2039.0
2021-11-01,2435.0,18390.0,5040.0,19090.0,1853.0,96.0,2087.0
2021-11-02,2424.0,18310.0,5020.0,19050.0,1870.0,97.0,2074.0
2021-11-04,2461.0,18710.0,5020.0,18930.0,1800.0,97.0,2095.0
2021-11-05,2462.0,18830.0,5030.0,19070.0,1771.0,94.0,2082.0
2021-11-08,2463.0,18770.0,5030.0,19320.0,1836.0,93.0,2079.0
2021-11-09,2448.0,18650.0,5020.0,19220.0,1817.0,93.0,2060.0
2021-11-10,2438.0,18500.0,5030.0,19260.0,1863.0,94.0,2051.0
2021-11-11,2453.0,18500.0,5030.0,19740.0,1823.0,98.0,2058.0
2021-11-12,2460.0,18600.0,5030.0,19860.0,1816.0,100.0,2083.0
2021-11-15,2468.0,18730.0,5030.0,19780.0,1798.0,99.0,2091.0
2021-11-16,2474.0,18710.0,5020.0,19920.0,1829.0,100.0,2095.0
2021-11-17,2500.0,18990.0,5040.0,19900.0,1812.0,100.0,2082.0
2021-11-18,2482.0,18900.0,5030.0,19930.0,1760.0,100.0,2081.0
2021-11-19,2500.0,19200.0,5040.0,19900.0,1803.0,100.0,2086.0
2021-11-22,2489.0,19220.0,5040.0,19690.0,1726.0,102.0,2088.0
2021-11-24,2497.0,19010.0,5040.0,19290.0,1808.0,105.0,2061.0
2021-11-25,2521.0,19190.0,5040.0,19420.0,1811.0,103.0,2070.0
2021-11-26,2472.0,18910.0,5040.0,19280.0,1747.0,102.0,2026.0
2021-11-29,2430.0,18605.0,5019.0,19020.0,1620.0,102.5999984741211,1986.5
2021-11-30,2415.0,18700.0,5042.0,18990.0,1558.0,98.0999984741211,1966.0
2021-12-01,2419.0,18825.0,5033.0,19005.0,1560.0,95.9000015258789,1978.0
2021-12-02,2379.0,18300.0,5033.0,18770.0,1512.0,94.5999984741211,1966.0
2021-12-03,2402.5,18355.0,5044.0,18800.0,1537.0,98.19999694824219,1999.0
2021-12-06,2391.5,18070.0,5052.0,18850.0,1544.0,96.9000015258789,1988.5
2021-12-07,2434.0,18425.0,5068.0,18935.0,1615.0,97.4000015258789,2032.0
2021-12-08,2474.0,18885.0,5054.0,18985.0,1640.0,97.69999694824219,2045.5
2021-12-09,2470.5,18865.0,5054.0,18955.0,1666.0,95.0999984741211,2034.0
2021-12-10,2453.0,18575.0,5054.0,18835.0,1613.0,92.5999984741211,2017.0
2021-12-13,2485.5,18860.0,5038.0,18920.0,1660.0,94.30000305175781,2028.5
2021-12-14,2460.5,18545.0,5062.0,18960.0,1626.0,95.0,2014.5
2021-12-15,2447.5,18405.0,5062.0,18810.0,1594.0,95.0,2031.0
2021-12-16,2497.5,18935.0,5062.0,19030.0,1643.0,91.9000015258789,2055.5
2021-12-17,2454.0,18240.0,5071.0,19150.0,1637.0,92.5999984741211,2026.5
2021-12-20,2399.5,17920.0,5092.0,19120.0,1559.0,92.5999984741211,1982.0
2021-12-21,2428.5,18225.0,5075.0,19055.0,1600.0,94.0,2009.5
2021-12-22,2455.5,18460.0,5082.0,19060.0,1639.0,95.5999984741211,2010.0
2021-12-23,2485.5,18720.0,5082.0,19265.0,1677.0,98.19999694824219,2029.0
2021-12-24,2491.0,18840.0,5082.0,19310.0,1689.0,99.69999694824219,2029.0
2021-12-27,2505.0,18940.0,5082.0,19350.0,1682.0,99.0999984741211,2023.0
2021-12-28,2545.0,19265.0,5099.0,19455.0,1754.0,97.69999694824219,2043.0
2021-12-29,2549.5,19265.0,5105.0,19385.0,1759.0,94.30000305175781,2041.0
2021-12-30,2554.0,19205.0,5105.0,19330.0,1775.0,96.0,2043.0
2022-01-04,2578.0,19390.0,5105.0,19510.0,1781.0,93.0,2075.5
2022-01-05,2568.0,19005.0,5092.0,19685.0,1799.0,94.5999984741211,2085.0
2022-01-06,2515.0,18410.0,5080.0,19520.0,1798.0,92.69999694824219,2021.0
2022-01-07,2529.5,18535.0,5052.0,19380.0,1866.0,91.4000015258789,2018.0
2022-01-11,2495.5,18225.0,5014.0,19465.0,1825.0,93.4000015258789,2010.0
2022-01-12,2526.5,18580.0,5014.0,19605.0,1886.0,94.0999984741211,2043.5
2022-01-13,2504.0,18385.0,4981.0,19540.0,1891.0,91.80000305175781,2031.0
2022-01-14,2461.0,17920.0,4962.0,19410.0,1875.0,89.9000015258789,2001.0
2022-01-17,2469.5,18020.0,4951.0,19470.0,1933.0,92.19999694824219,2010.5
2022-01-18,2467.5,17955.0,4951.0,19470.0,1964.0,91.5,2003.0
2022-01-19,2409.0,17460.0,4951.0,19345.0,1983.0,94.0,1944.0
2022-01-20,2415.5,17535.0,4938.0,19670.0,1986.0,97.0,1961.5
2022-01-21,2353.5,16965.0,4966.0,19590.0,1936.0,94.80000305175781,1951.5
2022-01-24,2337.0,16770.0,4942.0,19545.0,1973.0,96.0999984741211,1951.5
2022-01-25,2304.0,16515.0,4947.0,19585.0,1928.0,98.19999694824219,1918.0
2022-01-26,2309.0,16425.0,4942.0,19660.0,1957.0,98.19999694824219,1913.0
2022-01-27,2283.0,16190.0,4944.0,19420.0,1996.0,97.30000305175781,1864.0
2022-01-28,2333.0,16570.0,4944.0,19385.0,2025.0,96.80000305175781,1901.0
2022-01-31,2377.5,16980.0,4944.0,19280.0,2034.0,102.0999984741211,1921.0
2022-02-01,2400.5,17350.0,4944.0,19355.0,2035.0,101.5,1918.0
2022-02-02,2432.0,17665.0,4976.0,19285.0,2030.0,98.0,1961.0
2022-02-03,2413.5,17180.0,4976.0,19335.0,2016.0,98.0,1941.5
2022-02-04,2418.0,17245.0,4957.0,19385.0,2085.0,96.30000305175781,1954.5
2022-02-07,2411.0,17185.0,4944.0,19495.0,2127.0,96.19999694824219,1949.5
2022-02-08,2400.5,17040.0,4942.0,19620.0,2120.0,94.5,1958.0
2022-02-09,2434.0,17325.0,4945.0,19715.0,2075.0,95.5999984741211,1978.0
2022-02-10,2458.5,17590.0,4945.0,19795.0,2082.0,98.69999694824219,1984.0
2022-02-14,2372.0,16660.0,4938.0,20000.0,2180.0,102.30000305175781,1955.5
2022-02-15,2351.5,16645.0,4920.0,20215.0,2183.0,99.30000305175781,1935.5
2022-02-16,2397.0,17090.0,4917.0,20030.0,2129.0,97.5,1971.0
2022-02-17,2383.5,16965.0,4909.0,20185.0,2120.0,97.5,1956.0
2022-02-18,2357.5,16665.0,4911.0,20345.0,2102.0,97.0999984741211,1949.5
2022-02-21,2336.0,16395.0,4930.0,20315.0,2097.0,97.80000305175781,1933.5
2022-02-22,2283.5,15930.0,4933.0,20465.0,2183.0,99.5999984741211,1906.0
2022-02-24,2201.0,15285.0,4933.0,20755.0,2264.0,112.0,1874.0
2022-02-25,2279.0,16190.0,4933.0,20600.0,2215.0,113.30000305175781,1900.5
2022-02-28,2302.5,16255.0,4933.0,20575.0,2266.0,109.19999694824219,1910.5
2022-03-01,2336.5,16605.0,4977.0,20475.0,2259.0,114.19999694824219,1925.0
2022-03-02,2310.0,16435.0,5017.0,20795.0,2489.0,123.5,1884.0
2022-03-03,2358.0,16725.0,4999.0,20800.0,2651.0,140.1999969482422,1910.0
2022-03-04,2326.0,16335.0,4999.0,20850.0,2523.0,169.5,1866.5
2022-03-07,2281.5,15860.0,4999.0,21300.0,2902.0,174.89999389648438,1818.5
2022-03-08,2237.5,15475.0,4998.0,21515.0,2867.0,161.5,1779.5
2022-03-09,2239.0,15610.0,4998.0,22155.0,2920.0,151.10000610351562,1798.5
2022-03-10,2296.0,16155.0,4998.0,21460.0,2540.0,139.0,1851.5
2022-03-11,2297.5,16060.0,4964.0,21620.0,2507.0,135.1999969482422,1824.5
2022-03-14,2305.0,15950.0,4999.0,21690.0,2532.0,134.6999969482422,1839.5
2022-03-15,2288.0,15710.0,4999.0,21290.0,2377.0,139.5,1852.5
2022-03-16,2341.5,16265.0,4999.0,21170.0,2366.0,142.1999969482422,1879.5
2022-03-17,2395.0,16835.0,4999.0,21445.0,2355.0,129.5,1925.0
2022-03-18,2413.5,16875.0,4999.0,21420.0,2558.0,136.0,1935.0
2022-03-22,2479.5,17495.0,4999.0,21770.0,2826.0,147.39999389648438,1956.0
2022-03-23,2533.0,18005.0,4999.0,21720.0,2771.0,142.0,2006.5
2022-03-24,2515.5,17910.0,4999.0,21955.0,2890.0,139.39999389648438,2005.0
2022-03-25,2548.0,18230.0,4999.0,22245.0,2832.0,139.89999389648438,2006.0
2022-03-28,2583.5,18330.0,5008.0,22250.0,2810.0,138.10000610351562,2000.5
2022-03-29,2626.0,18820.0,5008.0,22195.0,2719.0,136.5,2011.5
2022-03-30,2619.0,18855.0,5008.0,21900.0,2681.0,130.10000610351562,2010.5
2022-03-31,2605.0,18725.0,5008.0,21900.0,2618.0,132.8000030517578,1995.5
2022-04-01,2578.0,18475.0,5008.0,22135.0,2538.0,129.60000610351562,1991.0
2022-04-04,2588.0,18505.0,5008.0,21990.0,2585.0,129.5,1997.5
2022-04-05,2599.5,18805.0,5043.0,22080.0,2696.0,133.39999389648438,1994.5
2022-04-06,2597.0,18600.0,5004.0,22205.0,2672.0,134.1999969482422,1968.0
2022-04-07,2559.5,18130.0,5021.0,22205.0,2559.0,135.0,1937.5
2022-04-08,2587.0,18295.0,4998.0,22350.0,2535.0,134.10000610351562,1937.5
2022-04-11,2583.5,18025.0,4998.0,22705.0,2560.0,140.8000030517578,1933.0
2022-04-12,2554.0,17740.0,4998.0,22920.0,2576.0,145.6999969482422,1908.0
2022-04-13,2579.5,17935.0,5033.0,23125.0,2692.0,144.3000030517578,1936.0
2022-04-14,2588.0,18130.0,5057.0,23075.0,2749.0,146.5,1953.5
2022-04-15,2572.5,17870.0,5057.0,23435.0,2846.0,147.0,1940.0
2022-04-18,2564.5,17685.0,5022.0,23455.0,2873.0,148.8000030517578,1924.0
2022-04-19,2613.5,18135.0,5093.0,23630.0,2928.0,153.39999389648438,1944.0
2022-04-20,2651.0,18385.0,5081.0,23315.0,2824.0,149.3000030517578,1961.5
2022-04-21,2662.5,18310.0,5097.0,23380.0,2837.0,144.39999389648438,1975.0
2022-04-22,2597.0,17760.0,5067.0,23300.0,2801.0,143.0,1949.5
2022-04-25,2520.0,17255.0,5113.0,22970.0,2711.0,142.1999969482422,1921.5
2022-04-26,2549.5,17585.0,5094.0,22780.0,2718.0,146.3000030517578,1926.0
2022-04-27,2482.0,16920.0,5119.0,22625.0,2765.0,144.10000610351562,1906.0
2022-04-28,2541.5,17400.0,5125.0,22740.0,2776.0,147.5,1945.0
2022-05-02,2502.0,17105.0,5152.0,22930.0,2863.0,141.6999969482422,1944.0
2022-05-06,2510.0,17045.0,5123.0,22860.0,3005.0,148.1999969482422,1958.5
2022-05-09,2474.5,16680.0,5105.0,22870.0,3040.0,154.60000610351562,1923.5
2022-05-10,2429.0,16320.0,5105.0,22655.0,2816.0,148.1999969482422,1907.5
2022-05-11,2427.5,16460.0,5130.0,22345.0,2824.0,149.0,1897.0
2022-05-12,2353.5,15670.0,5155.0,22355.0,2863.0,149.10000610351562,1873.0
2022-05-13,2372.5,15875.0,5125.0,21955.0,2932.0,160.0,1909.0
2022-05-16,2396.5,16145.0,5115.0,21745.0,2970.0,166.60000610351562,1910.5
2022-05-17,2416.0,16210.0,5136.0,22065.0,3110.0,168.39999389648438,1913.0
2022-05-18,2447.0,16435.0,5136.0,21815.0,3085.0,167.10000610351562,1931.0
2022-05-19,2340.0,15545.0,5136.0,21770.0,2973.0,164.3000030517578,1906.0
2022-05-20,2330.0,15585.0,5136.0,22005.0,2991.0,158.3000030517578,1925.0
2022-05-23,2340.5,15575.0,5099.0,22115.0,3055.0,157.39999389648438,1943.0
2022-05-24,2323.0,15305.0,5104.0,22080.0,3000.0,158.5,1926.0
2022-05-25,2336.0,15300.0,5101.0,22030.0,3035.0,152.8000030517578,1924.5
2022-05-26,2342.5,15330.0,5124.0,21890.0,3035.0,148.6999969482422,1927.0
2022-05-27,2384.5,15795.0,5106.0,21925.0,3115.0,152.3000030517578,1932.0
2022-05-30,2471.0,16600.0,5108.0,22065.0,3165.0,153.8000030517578,1972.5
2022-05-31,2470.0,16545.0,5123.0,22095.0,3270.0,151.1999969482422,1956.5
2022-06-01,2480.0,16575.0,5123.0,22075.0,3195.0,146.39999389648438,1984.0
2022-06-02,2473.5,16565.0,5161.0,22400.0,3195.0,141.0,1972.5
2022-06-03,2519.0,17005.0,5159.0,22625.0,3265.0,143.3000030517578,1978.5
2022-06-06,2502.5,16750.0,5155.0,22610.0,3375.0,146.89999389648438,1986.5
2022-06-07,2520.0,16815.0,5155.0,22805.0,3420.0,150.10000610351562,1994.5
2022-06-08,2563.0,17110.0,5155.0,22960.0,3470.0,148.89999389648438,2018.0
2022-06-09,2548.0,17075.0,5155.0,23080.0,3540.0,148.6999969482422,2020.0
2022-06-10,2495.5,16710.0,5259.0,23000.0,3510.0,149.10000610351562,1991.0
2022-06-13,2404.0,15865.0,5230.0,23465.0,3465.0,151.0,1945.5
2022-06-14,2375.5,15700.0,5230.0,22960.0,3530.0,148.0,1921.0
2022-06-15,2347.0,15575.0,5135.0,22870.0,3475.0,145.0,1899.5
2022-06-16,2354.0,15735.0,5135.0,22935.0,3365.0,146.60000610351562,1914.5
2022-06-17,2302.0,15285.0,5135.0,23085.0,3400.0,149.39999389648438,1882.0
2022-06-20,2311.5,15535.0,5135.0,23215.0,3245.0,140.8000030517578,1862.5
2022-06-21,2338.5,15690.0,5196.0,23120.0,3270.0,141.0,1902.0
2022-06-22,2353.5,15770.0,5245.0,23185.0,3170.0,137.0,1898.0
2022-06-23,2366.5,15875.0,5259.0,23190.0,3135.0,134.8000030517578,1898.5
2022-06-24,2394.0,16165.0,5266.0,22920.0,3085.0,130.6999969482422,1912.0
2022-06-27,2454.0,16620.0,5244.0,23085.0,3170.0,129.39999389648438,1932.5
2022-06-28,2454.0,16530.0,5268.0,23055.0,3275.0,129.6999969482422,1953.5
2022-06-29,2418.5,16120.0,5272.0,23090.0,3315.0,131.89999389648438,1940.0
2022-06-30,2401.0,16025.0,5335.0,23080.0,3290.0,129.8000030517578,1920.0
2022-07-01,2352.0,15610.0,5335.0,22610.0,3095.0,120.5,1892.0
2022-07-04,2392.5,15820.0,5351.0,22855.0,3220.0,115.0,1917.5
2022-07-05,2429.0,16110.0,5387.0,23020.0,3275.0,118.0,1926.5
2022-07-06,2395.5,16120.0,5409.0,22220.0,2941.0,110.5999984741211,1904.5
2022-07-07,2434.0,16405.0,5394.0,22135.0,2909.0,115.5,1901.0
2022-07-08,2446.5,16570.0,5357.0,22030.0,3030.0,118.69999694824219,1915.5
2022-07-11,2463.5,16680.0,5360.0,22245.0,3085.0,127.9000015258789,1939.5
2022-07-12,2447.0,16420.0,5443.0,22150.0,3065.0,121.0999984741211,1903.0
